shipment_id,order_id,warehouse_id,vehicle_id,driver_id,route_id,dispatch_date,expected_delivery_date,actual_delivery_date,shipment_weight,shipping_cost,status,delivery_type
SHP3026,ORD3026,WH001,VEH016,DRV048,RT008,2025-12-30,2026-01-01,2025-12-31,751.09,4206.75,Delivered,Inter-City
SHP3027,ORD3027,WH004,VEH020,DRV019,RT008,2024-02-25,2024-02-27,2024-02-27,819.24,5020.3,In Transit,Inter-City
SHP3028,ORD3028,WH003,VEH012,DRV003,RT006,2025-05-13,2025-05-16,2025-05-14,400.45,1166.01,Delivered,Inter-City
SHP3029,ORD3029,WH004,VEH018,DRV015,RT017,2024-10-15,2024-10-18,2024-10-18,759.89,5767.34,Delivered,Local
SHP3030,ORD3030,WH004,VEH016,DRV042,RT013,2024-12-29,2025-01-01,2025-01-01,598.14,3320.41,Delivered,Inter-City
SHP3031,ORD3031,WH003,VEH018,DRV049,RT012,2025-06-21,2025-06-22,2025-06-22,195.12,1543.8,In Transit,Local
SHP3032,ORD3032,WH009,VEH014,DRV041,RT009,2024-04-08,2024-04-11,2024-04-09,414.41,1439.97,Delivered,Inter-City
SHP3033,ORD3033,WH003,VEH019,DRV042,RT002,2025-06-11,2025-06-14,2025-06-14,336.04,787.46,Delivered,Inter-City
SHP3034,ORD3034,WH005,VEH017,DRV032,RT004,2024-12-08,2024-12-13,2024-12-13,837.09,2266.43,Delivered,Local
SHP3035,ORD3035,WH003,VEH007,DRV030,RT016,2024-06-23,2024-06-24,2024-06-24,64.06,148.1,In Transit,Local
SHP3036,ORD3036,WH005,VEH010,DRV017,RT016,2025-08-09,2025-08-15,2025-08-15,570.16,3506.99,Delivered,Local
SHP3037,ORD3037,WH008,VEH004,DRV032,RT009,2024-01-11,2024-01-12,2024-01-12,711.48,2945.01,Delivered,Local
SHP3038,ORD3038,WH009,VEH017,DRV045,RT009,2025-06-26,2025-06-30,2025-06-29,675.84,3325.52,Delivered,Local
SHP3039,ORD3039,WH004,VEH016,DRV019,RT009,2025-09-05,2025-09-09,2025-09-08,380.15,771.5,Delivered,Inter-City
SHP3040,ORD3040,WH003,VEH008,DRV026,RT013,2024-02-29,2024-03-07,2024-03-06,851.95,5767.33,Delivered,Inter-City
SHP3041,ORD3041,WH005,VEH004,DRV010,RT001,2025-07-25,2025-07-26,2025-07-26,545.52,1722.62,In Transit,Inter-City
SHP3042,ORD3042,WH009,VEH020,DRV014,RT017,2025-10-16,2025-10-18,2025-10-17,840.99,2351.87,Delivered,Inter-City
SHP3043,ORD3043,WH009,VEH019,DRV041,RT010,2024-01-05,2024-01-08,2024-01-08,582.96,3872.19,Delivered,Inter-City
SHP3044,ORD3044,WH002,VEH013,DRV002,RT005,2025-02-09,2025-02-14,2025-02-12,331.97,2604.52,Delivered,Inter-City
SHP3045,ORD3045,WH006,VEH005,DRV045,RT014,2025-03-04,2025-03-09,2025-03-08,947.41,7211.62,Delivered,Inter-City
SHP3046,ORD3046,WH004,VEH004,DRV028,RT007,2025-02-13,2025-02-17,2025-02-17,525.62,2501.74,Returned,Inter-City
SHP3047,ORD3047,WH003,VEH009,DRV042,RT018,2024-03-09,2024-03-11,2024-03-10,247.88,1069.07,Delivered,Inter-City
SHP3048,ORD3048,WH005,VEH006,DRV040,RT017,2024-08-23,2024-08-30,2024-08-28,224.11,729.51,Delivered,Local
SHP3049,ORD3049,WH010,VEH012,DRV016,RT020,2025-01-10,2025-01-12,2025-01-10,699.7,4964.78,Delivered,Inter-City
SHP3050,ORD3050,WH001,VEH017,DRV042,RT018,2024-12-20,2024-12-22,2024-12-22,602.09,3223.06,Delivered,Inter-City
SHP3051,ORD3051,WH008,VEH008,DRV019,RT001,2024-04-05,2024-04-06,2024-04-05,621.3,3488.27,Delivered,Inter-City
SHP3052,ORD3052,WH005,VEH015,DRV022,RT009,2025-05-16,2025-05-18,2025-05-16,870.08,4086.91,Delivered,Local
SHP3053,ORD3053,WH008,VEH002,DRV018,RT019,2025-09-22,2025-09-23,2025-09-28,983.02,4672.22,Delayed,Inter-City
SHP3054,ORD3054,WH002,VEH020,DRV020,RT012,2025-02-02,2025-02-09,2025-02-09,339.71,1656.31,Returned,Inter-City
SHP3055,ORD3055,WH008,VEH008,DRV040,RT013,2024-04-06,2024-04-13,2024-04-13,665.01,4415.59,Delivered,Local
SHP3056,ORD3056,WH005,VEH001,DRV022,RT016,2024-07-29,2024-08-02,2024-08-07,904.42,5766.41,Delayed,Inter-City
SHP3057,ORD3057,WH002,VEH002,DRV034,RT001,2024-10-27,2024-11-03,2024-11-03,707.23,3523.05,Delivered,Inter-City
SHP3058,ORD3058,WH006,VEH014,DRV040,RT009,2024-08-07,2024-08-08,2024-08-07,856.21,6397.13,Delivered,Inter-City
SHP3059,ORD3059,WH002,VEH017,DRV043,RT017,2025-04-12,2025-04-18,2025-04-17,802.87,4869.07,Delivered,Inter-City
SHP3060,ORD3060,WH007,VEH019,DRV038,RT004,2025-01-31,2025-02-03,2025-02-01,465.28,1577.11,Delivered,Local
SHP3061,ORD3061,WH004,VEH010,DRV049,RT003,2024-05-01,2024-05-02,2024-05-01,540.34,2156.43,Delivered,Local
SHP3062,ORD3062,WH009,VEH014,DRV029,RT004,2024-05-28,2024-06-01,2024-05-31,810.17,4995.05,Delivered,Inter-City
SHP3063,ORD3063,WH009,VEH003,DRV036,RT005,2025-08-23,2025-08-30,2025-08-30,170.42,842.43,Delivered,Local
SHP3064,ORD3064,WH009,VEH020,DRV042,RT018,2025-06-05,2025-06-08,2025-06-06,168.78,922.33,Delivered,Inter-City
SHP3065,ORD3065,WH010,VEH003,DRV040,RT013,2024-01-27,2024-02-02,2024-01-31,295.74,1867.38,Delivered,Local
SHP3066,ORD3066,WH006,VEH018,DRV050,RT011,2025-01-11,2025-01-13,2025-01-12,714.7,1694.03,Delivered,Local
SHP3067,ORD3067,WH005,VEH007,DRV030,RT014,2024-07-27,2024-07-28,2024-07-26,324.26,1748.71,Delivered,Local
SHP3068,ORD3068,WH008,VEH001,DRV032,RT004,2025-03-21,2025-03-28,2025-03-28,624.14,2204.9,In Transit,Inter-City
SHP3069,ORD3069,WH009,VEH004,DRV018,RT010,2024-01-03,2024-01-04,2024-01-04,747.61,2714.1,Delivered,Inter-City
SHP3070,ORD3070,WH008,VEH012,DRV027,RT002,2024-06-01,2024-06-03,2024-06-03,55.66,252.52,Delivered,Inter-City
SHP3071,ORD3071,WH001,VEH015,DRV050,RT020,2025-05-12,2025-05-14,2025-05-12,414.07,2668.06,Delivered,Inter-City
SHP3072,ORD3072,WH003,VEH018,DRV033,RT011,2024-11-08,2024-11-10,2024-11-09,924.31,5967.2,Delivered,Inter-City
SHP3073,ORD3073,WH005,VEH019,DRV046,RT016,2025-08-12,2025-08-19,2025-08-17,601.21,4434.99,Delivered,Inter-City
SHP3074,ORD3074,WH006,VEH004,DRV042,RT020,2025-05-06,2025-05-12,2025-05-12,813.39,3617.3,Delivered,Inter-City
SHP3075,ORD3075,WH006,VEH009,DRV029,RT012,2025-06-04,2025-06-11,2025-06-11,464.13,2488.55,In Transit,Local
SHP3076,ORD3076,WH004,VEH016,DRV005,RT002,2025-12-18,2025-12-21,2025-12-21,974.05,6301.26,Delivered,Inter-City
SHP3077,ORD3077,WH003,VEH012,DRV042,RT019,2024-02-26,2024-03-04,2024-03-03,694.74,3455.21,Delivered,Inter-City
SHP3078,ORD3078,WH002,VEH018,DRV021,RT007,2025-02-14,2025-02-15,2025-02-13,111.28,415.84,Delivered,Inter-City
SHP3079,ORD3079,WH004,VEH001,DRV017,RT002,2024-06-10,2024-06-13,2024-06-13,380.14,2569.6,In Transit,Inter-City
SHP3080,ORD3080,WH001,VEH010,DRV008,RT007,2024-04-11,2024-04-15,2024-04-13,399.86,1985.39,Delivered,Inter-City
SHP3081,ORD3081,WH006,VEH005,DRV031,RT001,2025-03-24,2025-03-25,2025-03-27,881.94,4810.03,Delayed,Local
SHP3082,ORD3082,WH008,VEH004,DRV029,RT014,2024-08-06,2024-08-12,2024-08-11,14.22,102.95,Delivered,Inter-City
SHP3083,ORD3083,WH005,VEH006,DRV045,RT015,2024-06-10,2024-06-15,2024-06-13,609.45,1304.89,Delivered,Inter-City
SHP3084,ORD3084,WH005,VEH007,DRV033,RT018,2025-10-06,2025-10-07,2025-10-06,908.9,4038.44,Delivered,Inter-City
SHP3085,ORD3085,WH007,VEH005,DRV011,RT015,2024-02-05,2024-02-07,2024-02-05,351.0,1221.29,Delivered,Inter-City
SHP3086,ORD3086,WH002,VEH013,DRV041,RT008,2025-08-11,2025-08-12,2025-08-11,512.72,4088.26,Delivered,Inter-City
SHP3087,ORD3087,WH005,VEH016,DRV009,RT011,2025-03-04,2025-03-05,2025-03-04,387.03,1859.43,Delivered,Inter-City
SHP3088,ORD3088,WH009,VEH006,DRV042,RT002,2025-11-29,2025-12-01,2025-11-30,622.25,2703.48,Delivered,Inter-City
SHP3089,ORD3089,WH002,VEH011,DRV046,RT012,2024-02-03,2024-02-09,2024-02-09,395.91,945.43,Delivered,Inter-City
SHP3090,ORD3090,WH005,VEH001,DRV045,RT020,2025-04-27,2025-04-29,2025-04-29,865.81,2535.42,Delivered,Local
SHP3091,ORD3091,WH001,VEH014,DRV025,RT015,2025-03-21,2025-03-25,2025-03-24,290.05,587.5,Delivered,Local
SHP3092,ORD3092,WH004,VEH006,DRV018,RT006,2025-10-04,2025-10-10,2025-10-10,693.15,3099.24,Delivered,Inter-City
SHP3093,ORD3093,WH010,VEH009,DRV015,RT011,2024-08-17,2024-08-23,2024-08-23,945.32,4729.88,Delivered,Inter-City
SHP3094,ORD3094,WH007,VEH003,DRV030,RT018,2025-11-12,2025-11-13,2025-11-12,556.25,1338.72,Delivered,Inter-City
SHP3095,ORD3095,WH009,VEH002,DRV022,RT015,2024-08-17,2024-08-19,2024-08-19,227.46,1513.66,Delivered,Local
SHP3096,ORD3096,WH008,VEH018,DRV049,RT018,2025-01-29,2025-02-01,2025-01-31,335.59,1420.8,Delivered,Inter-City
SHP3097,ORD3097,WH007,VEH004,DRV021,RT004,2024-01-31,2024-02-04,2024-02-04,992.94,4057.83,Delivered,Inter-City
SHP3098,ORD3098,WH006,VEH016,DRV001,RT012,2024-06-09,2024-06-14,2024-06-17,40.94,179.76,Delayed,Local
SHP3099,ORD3099,WH008,VEH009,DRV019,RT003,2024-05-09,2024-05-16,2024-05-16,346.95,2096.2,Delivered,Local
SHP3100,ORD3100,WH010,VEH018,DRV038,RT014,2025-11-02,2025-11-04,2025-11-03,563.51,3144.5,Delivered,Local
SHP3101,ORD3101,WH007,VEH008,DRV021,RT014,2024-01-26,2024-01-27,2024-01-26,649.92,2605.11,Delivered,Inter-City
SHP3102,ORD3102,WH006,VEH003,DRV024,RT003,2025-05-09,2025-05-16,2025-05-14,873.19,4086.89,Delivered,Local
SHP3103,ORD3103,WH006,VEH003,DRV038,RT007,2025-05-01,2025-05-06,2025-05-05,590.02,1951.36,Delivered,Inter-City
SHP3104,ORD3104,WH003,VEH015,DRV013,RT009,2024-09-14,2024-09-21,2024-09-24,532.31,1128.16,Delayed,Inter-City
SHP3105,ORD3105,WH002,VEH020,DRV032,RT014,2025-12-05,2025-12-07,2025-12-07,116.44,888.15,In Transit,Inter-City
SHP3106,ORD3106,WH007,VEH003,DRV026,RT009,2025-11-30,2025-12-04,2025-12-04,323.24,2466.66,Delivered,Local
SHP3107,ORD3107,WH007,VEH011,DRV016,RT005,2024-05-24,2024-05-26,2024-05-24,791.91,5874.14,Delivered,Local
SHP3108,ORD3108,WH008,VEH002,DRV048,RT017,2024-04-07,2024-04-08,2024-04-08,273.42,1680.42,Delivered,Inter-City
SHP3109,ORD3109,WH003,VEH019,DRV047,RT015,2024-03-15,2024-03-20,2024-03-18,537.57,1215.64,Delivered,Local
SHP3110,ORD3110,WH009,VEH020,DRV043,RT009,2024-09-09,2024-09-13,2024-09-12,556.03,3661.93,Delivered,Local
SHP3111,ORD3111,WH002,VEH005,DRV026,RT017,2024-04-22,2024-04-26,2024-04-24,253.49,1613.96,Delivered,Local
SHP3112,ORD3112,WH009,VEH001,DRV021,RT017,2025-07-08,2025-07-15,2025-07-13,609.99,1263.6,Delivered,Local
SHP3113,ORD3113,WH009,VEH002,DRV035,RT004,2024-10-01,2024-10-02,2024-10-02,196.63,726.69,Returned,Inter-City
SHP3114,ORD3114,WH001,VEH011,DRV003,RT018,2024-04-25,2024-05-01,2024-04-29,893.72,3605.82,Delivered,Inter-City
SHP3115,ORD3115,WH004,VEH011,DRV042,RT017,2025-11-04,2025-11-08,2025-11-13,592.35,3440.71,Delayed,Inter-City
SHP3116,ORD3116,WH002,VEH008,DRV005,RT004,2025-02-24,2025-03-02,2025-03-01,570.55,2572.11,Delivered,Inter-City
SHP3117,ORD3117,WH003,VEH003,DRV011,RT010,2025-03-16,2025-03-20,2025-03-19,776.9,2225.91,Delivered,Inter-City
SHP3118,ORD3118,WH002,VEH005,DRV046,RT012,2025-08-02,2025-08-07,2025-08-07,399.56,1179.56,Delivered,Inter-City
SHP3119,ORD3119,WH008,VEH009,DRV040,RT017,2025-07-27,2025-08-03,2025-08-06,586.86,3604.17,Delayed,Inter-City
SHP3120,ORD3120,WH006,VEH020,DRV005,RT006,2025-02-02,2025-02-03,2025-02-01,152.89,530.25,Delivered,Inter-City
SHP3121,ORD3121,WH002,VEH009,DRV048,RT014,2025-01-13,2025-01-17,2025-01-20,497.96,3689.41,Delayed,Local
SHP3122,ORD3122,WH002,VEH014,DRV026,RT012,2025-05-17,2025-05-24,2025-05-24,861.32,4370.12,Returned,Local
SHP3123,ORD3123,WH002,VEH007,DRV002,RT010,2025-08-11,2025-08-16,2025-08-15,850.12,3246.81,Delivered,Inter-City
SHP3124,ORD3124,WH009,VEH019,DRV044,RT013,2024-10-24,2024-10-30,2024-10-30,400.95,1648.01,Delivered,Inter-City
SHP3125,ORD3125,WH009,VEH013,DRV010,RT019,2024-11-26,2024-11-28,2024-11-28,770.02,5453.37,Delivered,Inter-City
SHP3126,ORD3126,WH001,VEH016,DRV010,RT009,2025-07-19,2025-07-23,2025-07-22,258.4,1938.29,Delivered,Inter-City
SHP3127,ORD3127,WH007,VEH004,DRV014,RT019,2025-01-07,2025-01-14,2025-01-13,492.56,1932.59,Delivered,Inter-City
SHP3128,ORD3128,WH007,VEH004,DRV033,RT001,2025-12-05,2025-12-08,2025-12-08,855.96,2739.47,Returned,Local
SHP3129,ORD3129,WH004,VEH010,DRV003,RT017,2024-08-12,2024-08-15,2024-08-14,635.32,4798.61,Delivered,Local
SHP3130,ORD3130,WH003,VEH016,DRV033,RT017,2024-12-27,2025-01-01,2024-12-30,928.24,2552.57,Delivered,Local
SHP3131,ORD3131,WH003,VEH001,DRV028,RT020,2025-01-27,2025-01-30,2025-01-30,383.99,1219.89,Returned,Inter-City
SHP3132,ORD3132,WH006,VEH020,DRV027,RT005,2025-04-14,2025-04-18,2025-04-16,167.42,575.92,Delivered,Local
SHP3133,ORD3133,WH009,VEH008,DRV006,RT006,2025-04-26,2025-04-29,2025-04-29,906.25,2480.04,Delivered,Inter-City
SHP3134,ORD3134,WH004,VEH020,DRV048,RT020,2025-12-21,2025-12-28,2025-12-27,965.43,5607.88,Delivered,Local
SHP3135,ORD3135,WH008,VEH018,DRV048,RT002,2024-06-13,2024-06-20,2024-06-20,894.55,1884.36,Delivered,Inter-City
SHP3136,ORD3136,WH008,VEH016,DRV006,RT001,2025-03-06,2025-03-08,2025-03-08,566.21,2365.13,In Transit,Inter-City
SHP3137,ORD3137,WH001,VEH005,DRV048,RT013,2025-11-07,2025-11-14,2025-11-12,289.83,1370.6,Delivered,Inter-City
SHP3138,ORD3138,WH006,VEH007,DRV018,RT004,2025-10-19,2025-10-22,2025-10-24,623.18,1360.97,Delayed,Local
SHP3139,ORD3139,WH004,VEH006,DRV016,RT004,2025-06-25,2025-06-29,2025-06-27,749.67,5845.92,Delivered,Inter-City
SHP3140,ORD3140,WH010,VEH002,DRV028,RT014,2025-10-17,2025-10-21,2025-10-19,260.72,1275.55,Delivered,Local
SHP3141,ORD3141,WH003,VEH002,DRV046,RT004,2024-03-22,2024-03-28,2024-03-28,298.8,1585.98,Delivered,Inter-City
SHP3142,ORD3142,WH009,VEH009,DRV016,RT015,2025-07-25,2025-07-27,2025-07-26,22.75,57.09,Delivered,Inter-City
SHP3143,ORD3143,WH009,VEH015,DRV031,RT016,2025-09-27,2025-10-04,2025-10-03,646.13,2022.6,Delivered,Local
SHP3144,ORD3144,WH005,VEH005,DRV009,RT011,2024-08-04,2024-08-09,2024-08-09,941.47,2615.43,Delivered,Inter-City
SHP3145,ORD3145,WH005,VEH005,DRV024,RT016,2025-05-03,2025-05-07,2025-05-07,458.71,1611.69,Delivered,Local
SHP3146,ORD3146,WH008,VEH011,DRV004,RT006,2024-04-19,2024-04-25,2024-04-23,527.91,2146.3,Delivered,Inter-City
SHP3147,ORD3147,WH002,VEH004,DRV019,RT017,2024-11-12,2024-11-16,2024-11-17,231.14,987.15,Delayed,Inter-City
SHP3148,ORD3148,WH009,VEH008,DRV038,RT013,2025-12-29,2026-01-05,2026-01-05,536.56,2818.08,Returned,Local
SHP3149,ORD3149,WH009,VEH010,DRV012,RT001,2025-11-14,2025-11-17,2025-11-17,464.81,3440.2,In Transit,Inter-City
SHP3150,ORD3150,WH010,VEH018,DRV016,RT012,2025-11-10,2025-11-15,2025-11-13,314.52,2049.69,Delivered,Inter-City
SHP3151,ORD3151,WH001,VEH013,DRV037,RT008,2025-11-29,2025-12-04,2025-12-04,528.59,1822.62,Delivered,Inter-City
SHP3152,ORD3152,WH001,VEH005,DRV021,RT010,2025-02-21,2025-02-22,2025-02-26,714.12,4445.01,Delayed,Inter-City
SHP3153,ORD3153,WH008,VEH019,DRV019,RT014,2025-03-31,2025-04-06,2025-04-05,527.71,3566.6,Delivered,Local
SHP3154,ORD3154,WH009,VEH019,DRV034,RT014,2024-08-08,2024-08-14,2024-08-13,747.56,1846.9,Delivered,Inter-City
SHP3155,ORD3155,WH004,VEH019,DRV021,RT020,2024-10-24,2024-10-31,2024-10-29,331.39,2223.99,Delivered,Inter-City
SHP3156,ORD3156,WH003,VEH003,DRV008,RT018,2024-12-09,2024-12-15,2024-12-15,441.04,1489.81,In Transit,Local
SHP3157,ORD3157,WH006,VEH002,DRV006,RT020,2024-10-14,2024-10-18,2024-10-20,496.86,2695.81,Delayed,Inter-City
SHP3158,ORD3158,WH003,VEH013,DRV044,RT007,2025-06-01,2025-06-08,2025-06-06,382.18,2669.07,Delivered,Local
SHP3159,ORD3159,WH005,VEH019,DRV040,RT016,2025-11-26,2025-11-30,2025-11-28,90.47,440.78,Delivered,Local
SHP3160,ORD3160,WH003,VEH005,DRV002,RT002,2025-07-17,2025-07-23,2025-07-21,127.71,859.99,Delivered,Inter-City
SHP3161,ORD3161,WH002,VEH009,DRV012,RT017,2025-02-21,2025-02-27,2025-02-27,419.14,983.41,Returned,Inter-City
SHP3162,ORD3162,WH003,VEH011,DRV006,RT011,2025-05-15,2025-05-18,2025-05-16,343.49,1209.14,Delivered,Inter-City
SHP3163,ORD3163,WH010,VEH002,DRV037,RT013,2025-03-31,2025-04-01,2025-04-02,665.48,1362.59,Delayed,Inter-City
SHP3164,ORD3164,WH005,VEH012,DRV033,RT016,2024-07-06,2024-07-09,2024-07-11,660.66,3238.97,Delayed,Inter-City
SHP3165,ORD3165,WH005,VEH019,DRV026,RT014,2024-12-23,2024-12-29,2024-12-27,132.87,502.84,Delivered,Inter-City
SHP3166,ORD3166,WH009,VEH007,DRV003,RT012,2024-04-27,2024-05-01,2024-05-01,588.39,1725.0,Delivered,Local
SHP3167,ORD3167,WH006,VEH003,DRV012,RT007,2024-09-19,2024-09-21,2024-09-21,330.91,2537.18,Delivered,Local
SHP3168,ORD3168,WH008,VEH012,DRV044,RT015,2025-11-27,2025-12-01,2025-11-30,447.06,1566.56,Delivered,Local
SHP3169,ORD3169,WH003,VEH013,DRV050,RT011,2025-06-28,2025-07-05,2025-07-04,326.06,1056.73,Delivered,Local
SHP3170,ORD3170,WH002,VEH001,DRV020,RT019,2025-03-24,2025-03-29,2025-03-29,260.48,1256.0,Delivered,Inter-City
SHP3171,ORD3171,WH008,VEH003,DRV041,RT006,2025-06-06,2025-06-07,2025-06-06,89.91,536.06,Delivered,Local
SHP3172,ORD3172,WH010,VEH020,DRV003,RT016,2024-09-27,2024-10-01,2024-09-30,887.95,6993.57,Delivered,Inter-City
SHP3173,ORD3173,WH010,VEH016,DRV043,RT009,2025-04-30,2025-05-02,2025-04-30,94.65,257.28,Delivered,Local
SHP3174,ORD3174,WH003,VEH010,DRV050,RT008,2025-01-12,2025-01-16,2025-01-15,502.95,3449.24,Delivered,Inter-City
SHP3175,ORD3175,WH001,VEH007,DRV010,RT012,2024-07-20,2024-07-24,2024-07-22,374.86,1074.52,Delivered,Local
SHP3176,ORD3176,WH006,VEH011,DRV035,RT015,2025-01-23,2025-01-27,2025-01-27,323.58,667.58,Delivered,Inter-City
SHP3177,ORD3177,WH009,VEH003,DRV048,RT002,2025-11-08,2025-11-12,2025-11-12,524.98,1755.52,Delivered,Inter-City
SHP3178,ORD3178,WH010,VEH010,DRV030,RT013,2024-10-01,2024-10-07,2024-10-06,750.42,5846.38,Delivered,Inter-City
SHP3179,ORD3179,WH002,VEH006,DRV044,RT013,2024-03-31,2024-04-03,2024-04-01,699.18,4706.92,Delivered,Inter-City
SHP3180,ORD3180,WH004,VEH013,DRV043,RT008,2024-04-19,2024-04-26,2024-04-24,397.89,2850.4,Delivered,Local
SHP3181,ORD3181,WH008,VEH011,DRV026,RT010,2024-09-18,2024-09-20,2024-09-20,582.19,3826.34,In Transit,Inter-City
SHP3182,ORD3182,WH010,VEH011,DRV005,RT020,2024-12-10,2024-12-14,2024-12-13,221.62,465.19,Delivered,Inter-City
SHP3183,ORD3183,WH007,VEH007,DRV025,RT005,2025-12-29,2025-12-30,2025-12-30,793.58,1843.41,In Transit,Inter-City
SHP3184,ORD3184,WH002,VEH013,DRV017,RT002,2025-04-01,2025-04-06,2025-04-10,870.78,6783.66,Delayed,Inter-City
SHP3185,ORD3185,WH001,VEH010,DRV033,RT004,2024-04-02,2024-04-04,2024-04-02,655.77,4322.11,Delivered,Inter-City
SHP3186,ORD3186,WH004,VEH016,DRV048,RT008,2025-09-10,2025-09-14,2025-09-17,931.35,4560.25,Delayed,Local
SHP3187,ORD3187,WH003,VEH020,DRV021,RT019,2025-07-11,2025-07-15,2025-07-14,463.51,2865.34,Delivered,Inter-City
SHP3188,ORD3188,WH006,VEH012,DRV020,RT017,2025-08-29,2025-09-03,2025-09-01,771.45,3737.84,Delivered,Inter-City
SHP3189,ORD3189,WH003,VEH019,DRV039,RT013,2025-09-15,2025-09-22,2025-09-20,930.8,3680.34,Delivered,Local
SHP3190,ORD3190,WH009,VEH006,DRV031,RT001,2024-02-20,2024-02-26,2024-02-26,576.01,1901.61,Delivered,Local
SHP3191,ORD3191,WH002,VEH007,DRV009,RT013,2025-06-05,2025-06-10,2025-06-10,473.61,1691.22,Delivered,Inter-City
SHP3192,ORD3192,WH001,VEH006,DRV005,RT008,2025-03-20,2025-03-27,2025-03-25,845.08,3146.03,Delivered,Local
SHP3193,ORD3193,WH006,VEH016,DRV031,RT003,2025-12-10,2025-12-12,2025-12-10,609.49,1465.45,Delivered,Local
SHP3194,ORD3194,WH005,VEH006,DRV045,RT012,2024-03-05,2024-03-11,2024-03-09,356.43,1597.54,Delivered,Inter-City
SHP3195,ORD3195,WH002,VEH016,DRV028,RT012,2024-12-10,2024-12-15,2024-12-13,160.73,533.73,Delivered,Inter-City
SHP3196,ORD3196,WH006,VEH012,DRV009,RT018,2024-11-26,2024-12-01,2024-11-30,669.84,4834.74,Delivered,Local
SHP3197,ORD3197,WH007,VEH007,DRV001,RT005,2024-05-31,2024-06-05,2024-06-03,181.45,1373.63,Delivered,Inter-City
SHP3198,ORD3198,WH004,VEH012,DRV010,RT018,2025-03-25,2025-03-30,2025-03-30,614.4,1611.71,In Transit,Inter-City
SHP3199,ORD3199,WH004,VEH012,DRV039,RT014,2024-11-03,2024-11-07,2024-11-07,413.49,2474.79,Delivered,Local
SHP3200,ORD3200,WH008,VEH009,DRV027,RT009,2025-11-23,2025-11-26,2025-11-25,38.66,236.08,Delivered,Inter-City
SHP3201,ORD3201,WH009,VEH008,DRV007,RT001,2024-05-05,2024-05-10,2024-05-10,949.44,6034.49,Returned,Local
SHP3202,ORD3202,WH001,VEH017,DRV035,RT002,2025-07-06,2025-07-10,2025-07-09,406.11,1568.8,Delivered,Inter-City
SHP3203,ORD3203,WH006,VEH001,DRV048,RT011,2025-07-09,2025-07-10,2025-07-11,323.46,667.37,Delayed,Inter-City
SHP3204,ORD3204,WH001,VEH018,DRV042,RT018,2025-11-27,2025-12-04,2025-12-03,489.05,2421.25,Delivered,Inter-City
SHP3205,ORD3205,WH005,VEH009,DRV032,RT014,2024-03-22,2024-03-27,2024-03-27,449.3,3085.75,Delivered,Inter-City
SHP3206,ORD3206,WH009,VEH014,DRV025,RT007,2025-01-28,2025-02-04,2025-02-04,635.83,2754.4,Returned,Inter-City
SHP3207,ORD3207,WH006,VEH008,DRV015,RT008,2024-11-03,2024-11-10,2024-11-09,445.47,2878.86,Delivered,Local
SHP3208,ORD3208,WH007,VEH008,DRV013,RT016,2025-08-14,2025-08-21,2025-08-21,160.44,1153.86,Delivered,Inter-City
SHP3209,ORD3209,WH007,VEH006,DRV033,RT004,2025-09-22,2025-09-23,2025-09-26,5.52,18.28,Delayed,Local
SHP3210,ORD3210,WH005,VEH007,DRV036,RT016,2024-09-07,2024-09-10,2024-09-09,55.03,428.23,Delivered,Inter-City
SHP3211,ORD3211,WH002,VEH020,DRV019,RT001,2024-11-23,2024-11-29,2024-11-29,256.24,713.21,Delivered,Inter-City
SHP3212,ORD3212,WH007,VEH001,DRV040,RT016,2025-10-18,2025-10-23,2025-10-22,168.03,412.72,Delivered,Inter-City
SHP3213,ORD3213,WH006,VEH019,DRV032,RT015,2024-08-29,2024-09-02,2024-09-01,20.99,109.06,Delivered,Inter-City
SHP3214,ORD3214,WH006,VEH019,DRV008,RT020,2025-07-24,2025-07-25,2025-07-24,752.62,3693.96,Delivered,Inter-City
SHP3215,ORD3215,WH004,VEH013,DRV028,RT012,2024-07-28,2024-08-02,2024-08-01,647.32,3342.06,Delivered,Local
SHP3216,ORD3216,WH009,VEH015,DRV020,RT017,2025-09-01,2025-09-07,2025-09-05,349.62,2072.36,Delivered,Local
SHP3217,ORD3217,WH006,VEH015,DRV008,RT008,2024-04-25,2024-05-02,2024-04-30,614.01,2160.7,Delivered,Local
SHP3218,ORD3218,WH005,VEH009,DRV047,RT020,2025-02-03,2025-02-04,2025-02-03,246.94,1330.25,Delivered,Inter-City
SHP3219,ORD3219,WH003,VEH011,DRV031,RT009,2025-05-03,2025-05-07,2025-05-06,281.28,1302.76,Delivered,Local
SHP3220,ORD3220,WH003,VEH003,DRV010,RT008,2025-06-03,2025-06-06,2025-06-04,457.83,1929.82,Delivered,Inter-City
SHP3221,ORD3221,WH002,VEH020,DRV006,RT018,2025-07-30,2025-08-06,2025-08-04,471.73,2000.08,Delivered,Local
SHP3222,ORD3222,WH010,VEH018,DRV015,RT005,2024-07-10,2024-07-17,2024-07-17,596.68,3481.93,Returned,Local
SHP3223,ORD3223,WH001,VEH002,DRV021,RT019,2024-01-13,2024-01-16,2024-01-16,290.22,1868.04,Returned,Local
SHP3224,ORD3224,WH008,VEH008,DRV025,RT011,2025-07-17,2025-07-20,2025-07-23,37.25,237.51,Delayed,Inter-City
